,FECHASQL,UEN,Dia,Porcentaje,CODPRODUCTO,VENTAS
0,2023-05-01,ADOLFO CALLE,lunes,3.54%,GNC,2053.2
1,2023-05-02,ADOLFO CALLE,martes,3.54%,GNC,2053.2
2,2023-05-03,ADOLFO CALLE,miércoles,3.54%,GNC,2053.2
3,2023-05-04,ADOLFO CALLE,jueves,3.54%,GNC,2053.2
4,2023-05-05,ADOLFO CALLE,viernes,2.57%,GNC,1490.6
5,2023-05-06,ADOLFO CALLE,sábado,2.57%,GNC,1490.6
6,2023-05-07,ADOLFO CALLE,domingo,2.57%,GNC,1490.6
7,2023-05-08,ADOLFO CALLE,lunes,3.54%,GNC,2053.2
8,2023-05-09,ADOLFO CALLE,martes,3.54%,GNC,2053.2
9,2023-05-10,ADOLFO CALLE,miércoles,3.54%,GNC,2053.2
10,2023-05-11,ADOLFO CALLE,jueves,3.54%,GNC,2053.2
11,2023-05-12,ADOLFO CALLE,viernes,2.57%,GNC,1490.6
12,2023-05-13,ADOLFO CALLE,sábado,2.57%,GNC,1490.6
13,2023-05-14,ADOLFO CALLE,domingo,2.57%,GNC,1490.6
14,2023-05-15,ADOLFO CALLE,lunes,3.54%,GNC,2053.2
15,2023-05-16,ADOLFO CALLE,martes,3.54%,GNC,2053.2
16,2023-05-17,ADOLFO CALLE,miércoles,3.54%,GNC,2053.2
17,2023-05-18,ADOLFO CALLE,jueves,3.54%,GNC,2053.2
18,2023-05-19,ADOLFO CALLE,viernes,2.57%,GNC,1490.6
19,2023-05-20,ADOLFO CALLE,sábado,2.57%,GNC,1490.6
20,2023-05-21,ADOLFO CALLE,domingo,2.57%,GNC,1490.6
21,2023-05-22,ADOLFO CALLE,lunes,3.54%,GNC,2053.2
22,2023-05-23,ADOLFO CALLE,martes,3.54%,GNC,2053.2
23,2023-05-24,ADOLFO CALLE,miércoles,3.54%,GNC,2053.2
24,2023-05-25,ADOLFO CALLE,jueves,3.54%,GNC,2053.2
25,2023-05-26,ADOLFO CALLE,viernes,2.57%,GNC,1490.6
26,2023-05-27,ADOLFO CALLE,sábado,2.57%,GNC,1490.6
27,2023-05-28,ADOLFO CALLE,domingo,2.57%,GNC,1490.6
28,2023-05-29,ADOLFO CALLE,lunes,4.54%,GNC,2633.2
29,2023-05-30,ADOLFO CALLE,martes,4.44%,GNC,2575.2
30,2023-05-31,ADOLFO CALLE,miércoles,3.54%,GNC,2053.2
31,2023-05-01,URQUIZA,lunes,3.54%,GNC,1398.3
32,2023-05-02,URQUIZA,martes,3.54%,GNC,1398.3
33,2023-05-03,URQUIZA,miércoles,3.54%,GNC,1398.3
34,2023-05-04,URQUIZA,jueves,3.54%,GNC,1398.3
35,2023-05-05,URQUIZA,viernes,2.57%,GNC,1015.15
36,2023-05-06,URQUIZA,sábado,2.57%,GNC,1015.15
37,2023-05-07,URQUIZA,domingo,2.57%,GNC,1015.15
38,2023-05-08,URQUIZA,lunes,3.54%,GNC,1398.3
39,2023-05-09,URQUIZA,martes,3.54%,GNC,1398.3
40,2023-05-10,URQUIZA,miércoles,3.54%,GNC,1398.3
41,2023-05-11,URQUIZA,jueves,3.54%,GNC,1398.3
42,2023-05-12,URQUIZA,viernes,2.57%,GNC,1015.15
43,2023-05-13,URQUIZA,sábado,2.57%,GNC,1015.15
44,2023-05-14,URQUIZA,domingo,2.57%,GNC,1015.15
45,2023-05-15,URQUIZA,lunes,3.54%,GNC,1398.3
46,2023-05-16,URQUIZA,martes,3.54%,GNC,1398.3
47,2023-05-17,URQUIZA,miércoles,3.54%,GNC,1398.3
48,2023-05-18,URQUIZA,jueves,3.54%,GNC,1398.3
49,2023-05-19,URQUIZA,viernes,2.57%,GNC,1015.15
50,2023-05-20,URQUIZA,sábado,2.57%,GNC,1015.15
51,2023-05-21,URQUIZA,domingo,2.57%,GNC,1015.15
52,2023-05-22,URQUIZA,lunes,3.54%,GNC,1398.3
53,2023-05-23,URQUIZA,martes,3.54%,GNC,1398.3
54,2023-05-24,URQUIZA,miércoles,3.54%,GNC,1398.3
55,2023-05-25,URQUIZA,jueves,3.54%,GNC,1398.3
56,2023-05-26,URQUIZA,viernes,2.57%,GNC,1015.15
57,2023-05-27,URQUIZA,sábado,2.57%,GNC,1015.15
58,2023-05-28,URQUIZA,domingo,2.57%,GNC,1015.15
59,2023-05-29,URQUIZA,lunes,4.54%,GNC,1793.3
60,2023-05-30,URQUIZA,martes,4.44%,GNC,1753.8
61,2023-05-31,URQUIZA,miércoles,3.54%,GNC,1398.3
62,2023-05-01,VILLANUEVA,lunes,3.54%,GNC,2230.2
63,2023-05-02,VILLANUEVA,martes,3.54%,GNC,2230.2
64,2023-05-03,VILLANUEVA,miércoles,3.54%,GNC,2230.2
65,2023-05-04,VILLANUEVA,jueves,3.54%,GNC,2230.2
66,2023-05-05,VILLANUEVA,viernes,2.57%,GNC,1619.1
67,2023-05-06,VILLANUEVA,sábado,2.57%,GNC,1619.1
68,2023-05-07,VILLANUEVA,domingo,2.57%,GNC,1619.1
69,2023-05-08,VILLANUEVA,lunes,3.54%,GNC,2230.2
70,2023-05-09,VILLANUEVA,martes,3.54%,GNC,2230.2
71,2023-05-10,VILLANUEVA,miércoles,3.54%,GNC,2230.2
72,2023-05-11,VILLANUEVA,jueves,3.54%,GNC,2230.2
73,2023-05-12,VILLANUEVA,viernes,2.57%,GNC,1619.1
74,2023-05-13,VILLANUEVA,sábado,2.57%,GNC,1619.1
75,2023-05-14,VILLANUEVA,domingo,2.57%,GNC,1619.1
76,2023-05-15,VILLANUEVA,lunes,3.54%,GNC,2230.2
77,2023-05-16,VILLANUEVA,martes,3.54%,GNC,2230.2
78,2023-05-17,VILLANUEVA,miércoles,3.54%,GNC,2230.2
79,2023-05-18,VILLANUEVA,jueves,3.54%,GNC,2230.2
80,2023-05-19,VILLANUEVA,viernes,2.57%,GNC,1619.1
81,2023-05-20,VILLANUEVA,sábado,2.57%,GNC,1619.1
82,2023-05-21,VILLANUEVA,domingo,2.57%,GNC,1619.1
83,2023-05-22,VILLANUEVA,lunes,3.54%,GNC,2230.2
84,2023-05-23,VILLANUEVA,martes,3.54%,GNC,2230.2
85,2023-05-24,VILLANUEVA,miércoles,3.54%,GNC,2230.2
86,2023-05-25,VILLANUEVA,jueves,3.54%,GNC,2230.2
87,2023-05-26,VILLANUEVA,viernes,2.57%,GNC,1619.1
88,2023-05-27,VILLANUEVA,sábado,2.57%,GNC,1619.1
89,2023-05-28,VILLANUEVA,domingo,2.57%,GNC,1619.1
90,2023-05-29,VILLANUEVA,lunes,4.54%,GNC,2860.2
91,2023-05-30,VILLANUEVA,martes,4.44%,GNC,2797.2
92,2023-05-31,VILLANUEVA,miércoles,3.54%,GNC,2230.2
93,2023-05-01,LAS HERAS,lunes,3.54%,GNC,4460.4
94,2023-05-02,LAS HERAS,martes,3.54%,GNC,4460.4
95,2023-05-03,LAS HERAS,miércoles,3.54%,GNC,4460.4
96,2023-05-04,LAS HERAS,jueves,3.54%,GNC,4460.4
97,2023-05-05,LAS HERAS,viernes,2.57%,GNC,3238.2
98,2023-05-06,LAS HERAS,sábado,2.57%,GNC,3238.2
99,2023-05-07,LAS HERAS,domingo,2.57%,GNC,3238.2
100,2023-05-08,LAS HERAS,lunes,3.54%,GNC,4460.4
101,2023-05-09,LAS HERAS,martes,3.54%,GNC,4460.4
102,2023-05-10,LAS HERAS,miércoles,3.54%,GNC,4460.4
103,2023-05-11,LAS HERAS,jueves,3.54%,GNC,4460.4
104,2023-05-12,LAS HERAS,viernes,2.57%,GNC,3238.2
105,2023-05-13,LAS HERAS,sábado,2.57%,GNC,3238.2
106,2023-05-14,LAS HERAS,domingo,2.57%,GNC,3238.2
107,2023-05-15,LAS HERAS,lunes,3.54%,GNC,4460.4
108,2023-05-16,LAS HERAS,martes,3.54%,GNC,4460.4
109,2023-05-17,LAS HERAS,miércoles,3.54%,GNC,4460.4
110,2023-05-18,LAS HERAS,jueves,3.54%,GNC,4460.4
111,2023-05-19,LAS HERAS,viernes,2.57%,GNC,3238.2
112,2023-05-20,LAS HERAS,sábado,2.57%,GNC,3238.2
113,2023-05-21,LAS HERAS,domingo,2.57%,GNC,3238.2
114,2023-05-22,LAS HERAS,lunes,3.54%,GNC,4460.4
115,2023-05-23,LAS HERAS,martes,3.54%,GNC,4460.4
116,2023-05-24,LAS HERAS,miércoles,3.54%,GNC,4460.4
117,2023-05-25,LAS HERAS,jueves,3.54%,GNC,4460.4
118,2023-05-26,LAS HERAS,viernes,2.57%,GNC,3238.2
119,2023-05-27,LAS HERAS,sábado,2.57%,GNC,3238.2
120,2023-05-28,LAS HERAS,domingo,2.57%,GNC,3238.2
121,2023-05-29,LAS HERAS,lunes,4.54%,GNC,5720.4
122,2023-05-30,LAS HERAS,martes,4.44%,GNC,5594.4
123,2023-05-31,LAS HERAS,miércoles,3.54%,GNC,4460.4
124,2023-07-31,MITRE,lunes,5.48%,GNC,3836.0
125,2023-07-30,MITRE,domingo,2.57%,GNC,1799.0
126,2023-07-29,MITRE,sábado,2.57%,GNC,1799.0
127,2023-07-28,MITRE,viernes,2.57%,GNC,1799.0
128,2023-07-27,MITRE,jueves,3.54%,GNC,2478.0
129,2023-07-26,MITRE,miércoles,3.54%,GNC,2478.0
130,2023-07-25,MITRE,martes,4.44%,GNC,3108.0
131,2023-07-24,MITRE,lunes,4.54%,GNC,3178.0
132,2023-07-23,MITRE,domingo,2.57%,GNC,1799.0
133,2023-07-22,MITRE,sábado,2.57%,GNC,1799.0
134,2023-07-21,MITRE,viernes,2.57%,GNC,1799.0
135,2023-07-20,MITRE,jueves,3.54%,GNC,2478.0
136,2023-07-19,MITRE,miércoles,3.54%,GNC,2478.0
137,2023-07-18,MITRE,martes,3.54%,GNC,2478.0
138,2023-07-17,MITRE,lunes,3.54%,GNC,2478.0
139,2023-07-16,MITRE,domingo,2.57%,GNC,1799.0
140,2023-07-15,MITRE,sábado,2.57%,GNC,1799.0
141,2023-07-14,MITRE,viernes,2.57%,GNC,1799.0
142,2023-07-13,MITRE,jueves,3.54%,GNC,2478.0
143,2023-07-12,MITRE,miércoles,3.54%,GNC,2478.0
144,2023-07-11,MITRE,martes,3.54%,GNC,2478.0
145,2023-07-10,MITRE,lunes,3.54%,GNC,2478.0
146,2023-07-09,MITRE,domingo,2.57%,GNC,1799.0
147,2023-07-08,MITRE,sábado,2.57%,GNC,1799.0
148,2023-07-07,MITRE,viernes,2.57%,GNC,1799.0
149,2023-07-06,MITRE,jueves,3.54%,GNC,2478.0
150,2023-07-05,MITRE,miércoles,3.54%,GNC,2478.0
151,2023-07-04,MITRE,martes,3.54%,GNC,2478.0
152,2023-07-03,MITRE,lunes,3.54%,GNC,2478.0
153,2023-07-02,MITRE,domingo,2.57%,GNC,1799.0
154,2023-07-01,MITRE,sábado,2.57%,GNC,1799.0
155,2023-05-01,SARMIENTO,lunes,3.54%,GNC,2637.3
156,2023-05-02,SARMIENTO,martes,3.54%,GNC,2637.3
157,2023-05-03,SARMIENTO,miércoles,3.54%,GNC,2637.3
158,2023-05-04,SARMIENTO,jueves,3.54%,GNC,2637.3
159,2023-05-05,SARMIENTO,viernes,2.57%,GNC,1914.65
160,2023-05-06,SARMIENTO,sábado,2.57%,GNC,1914.65
161,2023-05-07,SARMIENTO,domingo,2.57%,GNC,1914.65
162,2023-05-08,SARMIENTO,lunes,3.54%,GNC,2637.3
163,2023-05-09,SARMIENTO,martes,3.54%,GNC,2637.3
164,2023-05-10,SARMIENTO,miércoles,3.54%,GNC,2637.3
165,2023-05-11,SARMIENTO,jueves,3.54%,GNC,2637.3
166,2023-05-12,SARMIENTO,viernes,2.57%,GNC,1914.65
167,2023-05-13,SARMIENTO,sábado,2.57%,GNC,1914.65
168,2023-05-14,SARMIENTO,domingo,2.57%,GNC,1914.65
169,2023-05-15,SARMIENTO,lunes,3.54%,GNC,2637.3
170,2023-05-16,SARMIENTO,martes,3.54%,GNC,2637.3
171,2023-05-17,SARMIENTO,miércoles,3.54%,GNC,2637.3
172,2023-05-18,SARMIENTO,jueves,3.54%,GNC,2637.3
173,2023-05-19,SARMIENTO,viernes,2.57%,GNC,1914.65
174,2023-05-20,SARMIENTO,sábado,2.57%,GNC,1914.65
175,2023-05-21,SARMIENTO,domingo,2.57%,GNC,1914.65
176,2023-05-22,SARMIENTO,lunes,3.54%,GNC,2637.3
177,2023-05-23,SARMIENTO,martes,3.54%,GNC,2637.3
178,2023-05-24,SARMIENTO,miércoles,3.54%,GNC,2637.3
179,2023-05-25,SARMIENTO,jueves,3.54%,GNC,2637.3
180,2023-05-26,SARMIENTO,viernes,2.57%,GNC,1914.65
181,2023-05-27,SARMIENTO,sábado,2.57%,GNC,1914.65
182,2023-05-28,SARMIENTO,domingo,2.57%,GNC,1914.65
183,2023-05-29,SARMIENTO,lunes,4.54%,GNC,3382.3
184,2023-05-30,SARMIENTO,martes,4.44%,GNC,3307.8
185,2023-05-31,SARMIENTO,miércoles,3.54%,GNC,2637.3
186,2023-05-01,MERC GUAYMALLEN,lunes,3.54%,GNC,3575.4
187,2023-05-02,MERC GUAYMALLEN,martes,3.54%,GNC,3575.4
188,2023-05-03,MERC GUAYMALLEN,miércoles,3.54%,GNC,3575.4
189,2023-05-04,MERC GUAYMALLEN,jueves,3.54%,GNC,3575.4
190,2023-05-05,MERC GUAYMALLEN,viernes,2.57%,GNC,2595.7
191,2023-05-06,MERC GUAYMALLEN,sábado,2.57%,GNC,2595.7
192,2023-05-07,MERC GUAYMALLEN,domingo,2.57%,GNC,2595.7
193,2023-05-08,MERC GUAYMALLEN,lunes,3.54%,GNC,3575.4
194,2023-05-09,MERC GUAYMALLEN,martes,3.54%,GNC,3575.4
195,2023-05-10,MERC GUAYMALLEN,miércoles,3.54%,GNC,3575.4
196,2023-05-11,MERC GUAYMALLEN,jueves,3.54%,GNC,3575.4
197,2023-05-12,MERC GUAYMALLEN,viernes,2.57%,GNC,2595.7
198,2023-05-13,MERC GUAYMALLEN,sábado,2.57%,GNC,2595.7
199,2023-05-14,MERC GUAYMALLEN,domingo,2.57%,GNC,2595.7
200,2023-05-15,MERC GUAYMALLEN,lunes,3.54%,GNC,3575.4
201,2023-05-16,MERC GUAYMALLEN,martes,3.54%,GNC,3575.4
202,2023-05-17,MERC GUAYMALLEN,miércoles,3.54%,GNC,3575.4
203,2023-05-18,MERC GUAYMALLEN,jueves,3.54%,GNC,3575.4
204,2023-05-19,MERC GUAYMALLEN,viernes,2.57%,GNC,2595.7
205,2023-05-20,MERC GUAYMALLEN,sábado,2.57%,GNC,2595.7
206,2023-05-21,MERC GUAYMALLEN,domingo,2.57%,GNC,2595.7
207,2023-05-22,MERC GUAYMALLEN,lunes,3.54%,GNC,3575.4
208,2023-05-23,MERC GUAYMALLEN,martes,3.54%,GNC,3575.4
209,2023-05-24,MERC GUAYMALLEN,miércoles,3.54%,GNC,3575.4
210,2023-05-25,MERC GUAYMALLEN,jueves,3.54%,GNC,3575.4
211,2023-05-26,MERC GUAYMALLEN,viernes,2.57%,GNC,2595.7
212,2023-05-27,MERC GUAYMALLEN,sábado,2.57%,GNC,2595.7
213,2023-05-28,MERC GUAYMALLEN,domingo,2.57%,GNC,2595.7
214,2023-05-29,MERC GUAYMALLEN,lunes,4.54%,GNC,4585.4
215,2023-05-30,MERC GUAYMALLEN,martes,4.44%,GNC,4484.4
216,2023-05-31,MERC GUAYMALLEN,miércoles,3.54%,GNC,3575.4
217,2023-05-01,MERCADO 2,lunes,3.54%,GNC,2389.5
218,2023-05-02,MERCADO 2,martes,3.54%,GNC,2389.5
219,2023-05-03,MERCADO 2,miércoles,3.54%,GNC,2389.5
220,2023-05-04,MERCADO 2,jueves,3.54%,GNC,2389.5
221,2023-05-05,MERCADO 2,viernes,2.57%,GNC,1734.75
222,2023-05-06,MERCADO 2,sábado,2.57%,GNC,1734.75
223,2023-05-07,MERCADO 2,domingo,2.57%,GNC,1734.75
224,2023-05-08,MERCADO 2,lunes,3.54%,GNC,2389.5
225,2023-05-09,MERCADO 2,martes,3.54%,GNC,2389.5
226,2023-05-10,MERCADO 2,miércoles,3.54%,GNC,2389.5
227,2023-05-11,MERCADO 2,jueves,3.54%,GNC,2389.5
228,2023-05-12,MERCADO 2,viernes,2.57%,GNC,1734.75
229,2023-05-13,MERCADO 2,sábado,2.57%,GNC,1734.75
230,2023-05-14,MERCADO 2,domingo,2.57%,GNC,1734.75
231,2023-05-15,MERCADO 2,lunes,3.54%,GNC,2389.5
232,2023-05-16,MERCADO 2,martes,3.54%,GNC,2389.5
233,2023-05-17,MERCADO 2,miércoles,3.54%,GNC,2389.5
234,2023-05-18,MERCADO 2,jueves,3.54%,GNC,2389.5
235,2023-05-19,MERCADO 2,viernes,2.57%,GNC,1734.75
236,2023-05-20,MERCADO 2,sábado,2.57%,GNC,1734.75
237,2023-05-21,MERCADO 2,domingo,2.57%,GNC,1734.75
238,2023-05-22,MERCADO 2,lunes,3.54%,GNC,2389.5
239,2023-05-23,MERCADO 2,martes,3.54%,GNC,2389.5
240,2023-05-24,MERCADO 2,miércoles,3.54%,GNC,2389.5
241,2023-05-25,MERCADO 2,jueves,3.54%,GNC,2389.5
242,2023-05-26,MERCADO 2,viernes,2.57%,GNC,1734.75
243,2023-05-27,MERCADO 2,sábado,2.57%,GNC,1734.75
244,2023-05-28,MERCADO 2,domingo,2.57%,GNC,1734.75
245,2023-05-29,MERCADO 2,lunes,4.54%,GNC,3064.5
246,2023-05-30,MERCADO 2,martes,4.44%,GNC,2997.0
247,2023-05-31,MERCADO 2,miércoles,3.54%,GNC,2389.5
248,2023-05-01,PERDRIEL,lunes,2.48%,GNC,3273.6
249,2023-05-02,PERDRIEL,martes,2.98%,GNC,3933.6
250,2023-05-03,PERDRIEL,miércoles,2.98%,GNC,3933.6
251,2023-05-04,PERDRIEL,jueves,2.48%,GNC,3273.6
252,2023-05-05,PERDRIEL,viernes,3.20%,GNC,4224.0
253,2023-05-06,PERDRIEL,sábado,4.20%,GNC,5544.0
254,2023-05-07,PERDRIEL,domingo,4.20%,GNC,5544.0
255,2023-05-08,PERDRIEL,lunes,2.48%,GNC,3273.6
256,2023-05-09,PERDRIEL,martes,2.98%,GNC,3933.6
257,2023-05-10,PERDRIEL,miércoles,2.98%,GNC,3933.6
258,2023-05-11,PERDRIEL,jueves,2.48%,GNC,3273.6
259,2023-05-12,PERDRIEL,viernes,3.20%,GNC,4224.0
260,2023-05-13,PERDRIEL,sábado,4.20%,GNC,5544.0
261,2023-05-14,PERDRIEL,domingo,4.20%,GNC,5544.0
262,2023-05-15,PERDRIEL,lunes,2.98%,GNC,3933.6
263,2023-05-16,PERDRIEL,martes,2.98%,GNC,3933.6
264,2023-05-17,PERDRIEL,miércoles,2.98%,GNC,3933.6
265,2023-05-18,PERDRIEL,jueves,2.98%,GNC,3933.6
266,2023-05-19,PERDRIEL,viernes,4.20%,GNC,5544.0
267,2023-05-20,PERDRIEL,sábado,4.20%,GNC,5544.0
268,2023-05-21,PERDRIEL,domingo,3.20%,GNC,4224.0
269,2023-05-22,PERDRIEL,lunes,2.48%,GNC,3273.6
270,2023-05-23,PERDRIEL,martes,2.98%,GNC,3933.6
271,2023-05-24,PERDRIEL,miércoles,2.48%,GNC,3273.6
272,2023-05-25,PERDRIEL,jueves,2.98%,GNC,3933.6
273,2023-05-26,PERDRIEL,viernes,4.20%,GNC,5544.0
274,2023-05-27,PERDRIEL,sábado,4.20%,GNC,5544.0
275,2023-05-28,PERDRIEL,domingo,4.20%,GNC,5544.0
276,2023-05-29,PERDRIEL,lunes,2.98%,GNC,3933.6
277,2023-05-30,PERDRIEL,martes,2.48%,GNC,3273.6
278,2023-05-31,PERDRIEL,miércoles,2.46%,GNC,3247.2
279,2023-05-01,PERDRIEL2,lunes,2.48%,GNC,1810.4
280,2023-05-02,PERDRIEL2,martes,2.98%,GNC,2175.4
281,2023-05-03,PERDRIEL2,miércoles,2.98%,GNC,2175.4
282,2023-05-04,PERDRIEL2,jueves,2.48%,GNC,1810.4
283,2023-05-05,PERDRIEL2,viernes,3.20%,GNC,2336.0
284,2023-05-06,PERDRIEL2,sábado,4.20%,GNC,3066.0
285,2023-05-07,PERDRIEL2,domingo,4.20%,GNC,3066.0
286,2023-05-08,PERDRIEL2,lunes,2.48%,GNC,1810.4
287,2023-05-09,PERDRIEL2,martes,2.98%,GNC,2175.4
288,2023-05-10,PERDRIEL2,miércoles,2.98%,GNC,2175.4
289,2023-05-11,PERDRIEL2,jueves,2.48%,GNC,1810.4
290,2023-05-12,PERDRIEL2,viernes,3.20%,GNC,2336.0
291,2023-05-13,PERDRIEL2,sábado,4.20%,GNC,3066.0
292,2023-05-14,PERDRIEL2,domingo,4.20%,GNC,3066.0
293,2023-05-15,PERDRIEL2,lunes,2.98%,GNC,2175.4
294,2023-05-16,PERDRIEL2,martes,2.98%,GNC,2175.4
295,2023-05-17,PERDRIEL2,miércoles,2.98%,GNC,2175.4
296,2023-05-18,PERDRIEL2,jueves,2.98%,GNC,2175.4
297,2023-05-19,PERDRIEL2,viernes,4.20%,GNC,3066.0
298,2023-05-20,PERDRIEL2,sábado,4.20%,GNC,3066.0
299,2023-05-21,PERDRIEL2,domingo,3.20%,GNC,2336.0
300,2023-05-22,PERDRIEL2,lunes,2.48%,GNC,1810.4
301,2023-05-23,PERDRIEL2,martes,2.98%,GNC,2175.4
302,2023-05-24,PERDRIEL2,miércoles,2.48%,GNC,1810.4
303,2023-05-25,PERDRIEL2,jueves,2.98%,GNC,2175.4
304,2023-05-26,PERDRIEL2,viernes,4.20%,GNC,3066.0
305,2023-05-27,PERDRIEL2,sábado,4.20%,GNC,3066.0
306,2023-05-28,PERDRIEL2,domingo,4.20%,GNC,3066.0
307,2023-05-29,PERDRIEL2,lunes,2.98%,GNC,2175.4
308,2023-05-30,PERDRIEL2,martes,2.48%,GNC,1810.4
309,2023-05-31,PERDRIEL2,miércoles,2.46%,GNC,1795.8
310,2023-05-01,SAN JOSE,lunes,3.54%,GNC,3009.0
311,2023-05-02,SAN JOSE,martes,3.54%,GNC,3009.0
312,2023-05-03,SAN JOSE,miércoles,3.54%,GNC,3009.0
313,2023-05-04,SAN JOSE,jueves,3.54%,GNC,3009.0
314,2023-05-05,SAN JOSE,viernes,2.57%,GNC,2184.5
315,2023-05-06,SAN JOSE,sábado,2.57%,GNC,2184.5
316,2023-05-07,SAN JOSE,domingo,2.57%,GNC,2184.5
317,2023-05-08,SAN JOSE,lunes,3.54%,GNC,3009.0
318,2023-05-09,SAN JOSE,martes,3.54%,GNC,3009.0
319,2023-05-10,SAN JOSE,miércoles,3.54%,GNC,3009.0
320,2023-05-11,SAN JOSE,jueves,3.54%,GNC,3009.0
321,2023-05-12,SAN JOSE,viernes,2.57%,GNC,2184.5
322,2023-05-13,SAN JOSE,sábado,2.57%,GNC,2184.5
323,2023-05-14,SAN JOSE,domingo,2.57%,GNC,2184.5
324,2023-05-15,SAN JOSE,lunes,3.54%,GNC,3009.0
325,2023-05-16,SAN JOSE,martes,3.54%,GNC,3009.0
326,2023-05-17,SAN JOSE,miércoles,3.54%,GNC,3009.0
327,2023-05-18,SAN JOSE,jueves,3.54%,GNC,3009.0
328,2023-05-19,SAN JOSE,viernes,2.57%,GNC,2184.5
329,2023-05-20,SAN JOSE,sábado,2.57%,GNC,2184.5
330,2023-05-21,SAN JOSE,domingo,2.57%,GNC,2184.5
331,2023-05-22,SAN JOSE,lunes,3.54%,GNC,3009.0
332,2023-05-23,SAN JOSE,martes,3.54%,GNC,3009.0
333,2023-05-24,SAN JOSE,miércoles,3.54%,GNC,3009.0
334,2023-05-25,SAN JOSE,jueves,3.54%,GNC,3009.0
335,2023-05-26,SAN JOSE,viernes,2.57%,GNC,2184.5
336,2023-05-27,SAN JOSE,sábado,2.57%,GNC,2184.5
337,2023-05-28,SAN JOSE,domingo,2.57%,GNC,2184.5
338,2023-05-29,SAN JOSE,lunes,4.54%,GNC,3859.0
339,2023-05-30,SAN JOSE,martes,4.44%,GNC,3774.0
340,2023-05-31,SAN JOSE,miércoles,3.54%,GNC,3009.0
341,2023-05-01,LAMADRID,lunes,3.54%,GNC,3044.4
342,2023-05-02,LAMADRID,martes,3.54%,GNC,3044.4
343,2023-05-03,LAMADRID,miércoles,3.54%,GNC,3044.4
344,2023-05-04,LAMADRID,jueves,3.54%,GNC,3044.4
345,2023-05-05,LAMADRID,viernes,2.57%,GNC,2210.2
346,2023-05-06,LAMADRID,sábado,2.57%,GNC,2210.2
347,2023-05-07,LAMADRID,domingo,2.57%,GNC,2210.2
348,2023-05-08,LAMADRID,lunes,3.54%,GNC,3044.4
349,2023-05-09,LAMADRID,martes,3.54%,GNC,3044.4
350,2023-05-10,LAMADRID,miércoles,3.54%,GNC,3044.4
351,2023-05-11,LAMADRID,jueves,3.54%,GNC,3044.4
352,2023-05-12,LAMADRID,viernes,2.57%,GNC,2210.2
353,2023-05-13,LAMADRID,sábado,2.57%,GNC,2210.2
354,2023-05-14,LAMADRID,domingo,2.57%,GNC,2210.2
355,2023-05-15,LAMADRID,lunes,3.54%,GNC,3044.4
356,2023-05-16,LAMADRID,martes,3.54%,GNC,3044.4
357,2023-05-17,LAMADRID,miércoles,3.54%,GNC,3044.4
358,2023-05-18,LAMADRID,jueves,3.54%,GNC,3044.4
359,2023-05-19,LAMADRID,viernes,2.57%,GNC,2210.2
360,2023-05-20,LAMADRID,sábado,2.57%,GNC,2210.2
361,2023-05-21,LAMADRID,domingo,2.57%,GNC,2210.2
362,2023-05-22,LAMADRID,lunes,3.54%,GNC,3044.4
363,2023-05-23,LAMADRID,martes,3.54%,GNC,3044.4
364,2023-05-24,LAMADRID,miércoles,3.54%,GNC,3044.4
365,2023-05-25,LAMADRID,jueves,3.54%,GNC,3044.4
366,2023-05-26,LAMADRID,viernes,2.57%,GNC,2210.2
367,2023-05-27,LAMADRID,sábado,2.57%,GNC,2210.2
368,2023-05-28,LAMADRID,domingo,2.57%,GNC,2210.2
369,2023-05-29,LAMADRID,lunes,4.54%,GNC,3904.4
370,2023-05-30,LAMADRID,martes,4.44%,GNC,3818.4
371,2023-05-31,LAMADRID,miércoles,3.54%,GNC,3044.4
372,2023-05-01,PUENTE OLIVE,lunes,3.54%,GNC,3009.0
373,2023-05-02,PUENTE OLIVE,martes,3.54%,GNC,3009.0
374,2023-05-03,PUENTE OLIVE,miércoles,3.54%,GNC,3009.0
375,2023-05-04,PUENTE OLIVE,jueves,3.54%,GNC,3009.0
376,2023-05-05,PUENTE OLIVE,viernes,2.57%,GNC,2184.5
377,2023-05-06,PUENTE OLIVE,sábado,2.57%,GNC,2184.5
378,2023-05-07,PUENTE OLIVE,domingo,2.57%,GNC,2184.5
379,2023-05-08,PUENTE OLIVE,lunes,3.54%,GNC,3009.0
380,2023-05-09,PUENTE OLIVE,martes,3.54%,GNC,3009.0
381,2023-05-10,PUENTE OLIVE,miércoles,3.54%,GNC,3009.0
382,2023-05-11,PUENTE OLIVE,jueves,3.54%,GNC,3009.0
383,2023-05-12,PUENTE OLIVE,viernes,2.57%,GNC,2184.5
384,2023-05-13,PUENTE OLIVE,sábado,2.57%,GNC,2184.5
385,2023-05-14,PUENTE OLIVE,domingo,2.57%,GNC,2184.5
386,2023-05-15,PUENTE OLIVE,lunes,3.54%,GNC,3009.0
387,2023-05-16,PUENTE OLIVE,martes,3.54%,GNC,3009.0
388,2023-05-17,PUENTE OLIVE,miércoles,3.54%,GNC,3009.0
389,2023-05-18,PUENTE OLIVE,jueves,3.54%,GNC,3009.0
390,2023-05-19,PUENTE OLIVE,viernes,2.57%,GNC,2184.5
391,2023-05-20,PUENTE OLIVE,sábado,2.57%,GNC,2184.5
