,FECHASQL,UEN,Dia,Porcentaje,CODPRODUCTO,VENTAS
6186,2023-07-26,SAN JOSE,miércoles,2.07%,NU,1325.21
6187,2023-07-27,SAN JOSE,jueves,3.04%,NU,1946.21
6188,2023-07-28,SAN JOSE,viernes,2.07%,NU,1325.21
6189,2023-07-29,SAN JOSE,sábado,2.07%,NU,1325.21
6190,2023-07-30,SAN JOSE,domingo,3.04%,NU,1946.21
6191,2023-07-31,SAN JOSE,lunes,3.33%,NU,2131.87
6192,2023-07-01,LAMADRID,sábado,3.07%,NS,7395.63
6193,2023-07-02,LAMADRID,domingo,4.04%,NS,9732.36
6194,2023-07-03,LAMADRID,lunes,4.33%,NS,10430.97
6195,2023-07-04,LAMADRID,martes,3.07%,NS,7395.63
6196,2023-07-05,LAMADRID,miércoles,3.07%,NS,7395.63
6197,2023-07-06,LAMADRID,jueves,4.04%,NS,9732.36
6198,2023-07-07,LAMADRID,viernes,3.07%,NS,7395.63
6199,2023-07-08,LAMADRID,sábado,3.07%,NS,7395.63
6200,2023-07-09,LAMADRID,domingo,4.04%,NS,9732.36
6201,2023-07-10,LAMADRID,lunes,4.33%,NS,10430.97
6202,2023-07-11,LAMADRID,martes,3.07%,NS,7395.63
6203,2023-07-12,LAMADRID,miércoles,3.07%,NS,7395.63
6204,2023-07-13,LAMADRID,jueves,4.04%,NS,9732.36
6205,2023-07-14,LAMADRID,viernes,3.07%,NS,7395.63
6206,2023-07-15,LAMADRID,sábado,3.07%,NS,7395.63
6207,2023-07-16,LAMADRID,domingo,4.04%,NS,9732.36
6208,2023-07-17,LAMADRID,lunes,4.33%,NS,10430.97
6209,2023-07-18,LAMADRID,martes,3.07%,NS,7395.63
6210,2023-07-19,LAMADRID,miércoles,3.07%,NS,7395.63
6211,2023-07-20,LAMADRID,jueves,3.97%,NS,9563.73
6212,2023-07-21,LAMADRID,viernes,3.07%,NS,7395.63
6213,2023-07-22,LAMADRID,sábado,2.07%,NS,4986.63
6214,2023-07-23,LAMADRID,domingo,3.04%,NS,7323.36
6215,2023-07-24,LAMADRID,lunes,3.20%,NS,7708.8
6216,2023-07-25,LAMADRID,martes,2.07%,NS,4986.63
6217,2023-07-26,LAMADRID,miércoles,2.07%,NS,4986.63
6218,2023-07-27,LAMADRID,jueves,3.04%,NS,7323.36
6219,2023-07-28,LAMADRID,viernes,2.07%,NS,4986.63
6220,2023-07-29,LAMADRID,sábado,2.07%,NS,4986.63
6221,2023-07-30,LAMADRID,domingo,3.04%,NS,7323.36
6222,2023-07-31,LAMADRID,lunes,3.33%,NS,8021.97
6223,2023-07-01,LAMADRID,sábado,3.07%,NU,3809.87
6224,2023-07-02,LAMADRID,domingo,4.04%,NU,5013.64
6225,2023-07-03,LAMADRID,lunes,4.33%,NU,5373.53
6226,2023-07-04,LAMADRID,martes,3.07%,NU,3809.87
6227,2023-07-05,LAMADRID,miércoles,3.07%,NU,3809.87
6228,2023-07-06,LAMADRID,jueves,4.04%,NU,5013.64
6229,2023-07-07,LAMADRID,viernes,3.07%,NU,3809.87
6230,2023-07-08,LAMADRID,sábado,3.07%,NU,3809.87
6231,2023-07-09,LAMADRID,domingo,4.04%,NU,5013.64
6232,2023-07-10,LAMADRID,lunes,4.33%,NU,5373.53
6233,2023-07-11,LAMADRID,martes,3.07%,NU,3809.87
6234,2023-07-12,LAMADRID,miércoles,3.07%,NU,3809.87
6235,2023-07-13,LAMADRID,jueves,4.04%,NU,5013.64
6236,2023-07-14,LAMADRID,viernes,3.07%,NU,3809.87
6237,2023-07-15,LAMADRID,sábado,3.07%,NU,3809.87
6238,2023-07-16,LAMADRID,domingo,4.04%,NU,5013.64
6239,2023-07-17,LAMADRID,lunes,4.33%,NU,5373.53
6240,2023-07-18,LAMADRID,martes,3.07%,NU,3809.87
6241,2023-07-19,LAMADRID,miércoles,3.07%,NU,3809.87
6242,2023-07-20,LAMADRID,jueves,3.97%,NU,4926.77
6243,2023-07-21,LAMADRID,viernes,3.07%,NU,3809.87
6244,2023-07-22,LAMADRID,sábado,2.07%,NU,2568.87
6245,2023-07-23,LAMADRID,domingo,3.04%,NU,3772.64
6246,2023-07-24,LAMADRID,lunes,3.20%,NU,3971.2
6247,2023-07-25,LAMADRID,martes,2.07%,NU,2568.87
6248,2023-07-26,LAMADRID,miércoles,2.07%,NU,2568.87
6249,2023-07-27,LAMADRID,jueves,3.04%,NU,3772.64
6250,2023-07-28,LAMADRID,viernes,2.07%,NU,2568.87
6251,2023-07-29,LAMADRID,sábado,2.07%,NU,2568.87
6252,2023-07-30,LAMADRID,domingo,3.04%,NU,3772.64
6253,2023-07-31,LAMADRID,lunes,3.33%,NU,4132.53
6254,2023-07-01,PUENTE OLIVE,sábado,3.07%,NS,6071.85
6255,2023-07-02,PUENTE OLIVE,domingo,4.04%,NS,7990.31
6256,2023-07-03,PUENTE OLIVE,lunes,4.33%,NS,8563.87
6257,2023-07-04,PUENTE OLIVE,martes,3.07%,NS,6071.85
6258,2023-07-05,PUENTE OLIVE,miércoles,3.07%,NS,6071.85
6259,2023-07-06,PUENTE OLIVE,jueves,4.04%,NS,7990.31
6260,2023-07-07,PUENTE OLIVE,viernes,3.07%,NS,6071.85
6261,2023-07-08,PUENTE OLIVE,sábado,3.07%,NS,6071.85
6262,2023-07-09,PUENTE OLIVE,domingo,4.04%,NS,7990.31
6263,2023-07-10,PUENTE OLIVE,lunes,4.33%,NS,8563.87
6264,2023-07-11,PUENTE OLIVE,martes,3.07%,NS,6071.85
6265,2023-07-12,PUENTE OLIVE,miércoles,3.07%,NS,6071.85
6266,2023-07-13,PUENTE OLIVE,jueves,4.04%,NS,7990.31
6267,2023-07-14,PUENTE OLIVE,viernes,3.07%,NS,6071.85
6268,2023-07-15,PUENTE OLIVE,sábado,3.07%,NS,6071.85
6269,2023-07-16,PUENTE OLIVE,domingo,4.04%,NS,7990.31
6270,2023-07-17,PUENTE OLIVE,lunes,4.33%,NS,8563.87
6271,2023-07-18,PUENTE OLIVE,martes,3.07%,NS,6071.85
6272,2023-07-19,PUENTE OLIVE,miércoles,3.07%,NS,6071.85
6273,2023-07-20,PUENTE OLIVE,jueves,3.97%,NS,7851.87
6274,2023-07-21,PUENTE OLIVE,viernes,3.07%,NS,6071.85
6275,2023-07-22,PUENTE OLIVE,sábado,2.07%,NS,4094.05
6276,2023-07-23,PUENTE OLIVE,domingo,3.04%,NS,6012.51
6277,2023-07-24,PUENTE OLIVE,lunes,3.20%,NS,6328.96
6278,2023-07-25,PUENTE OLIVE,martes,2.07%,NS,4094.05
6279,2023-07-26,PUENTE OLIVE,miércoles,2.07%,NS,4094.05
6280,2023-07-27,PUENTE OLIVE,jueves,3.04%,NS,6012.51
6281,2023-07-28,PUENTE OLIVE,viernes,2.07%,NS,4094.05
6282,2023-07-29,PUENTE OLIVE,sábado,2.07%,NS,4094.05
6283,2023-07-30,PUENTE OLIVE,domingo,3.04%,NS,6012.51
6284,2023-07-31,PUENTE OLIVE,lunes,3.33%,NS,6586.07
6285,2023-07-01,PUENTE OLIVE,sábado,3.07%,NU,3721.45
6286,2023-07-02,PUENTE OLIVE,domingo,4.04%,NU,4897.29
6287,2023-07-03,PUENTE OLIVE,lunes,4.33%,NU,5248.83
6288,2023-07-04,PUENTE OLIVE,martes,3.07%,NU,3721.45
6289,2023-07-05,PUENTE OLIVE,miércoles,3.07%,NU,3721.45
6290,2023-07-06,PUENTE OLIVE,jueves,4.04%,NU,4897.29
6291,2023-07-07,PUENTE OLIVE,viernes,3.07%,NU,3721.45
6292,2023-07-08,PUENTE OLIVE,sábado,3.07%,NU,3721.45
6293,2023-07-09,PUENTE OLIVE,domingo,4.04%,NU,4897.29
6294,2023-07-10,PUENTE OLIVE,lunes,4.33%,NU,5248.83
6295,2023-07-11,PUENTE OLIVE,martes,3.07%,NU,3721.45
6296,2023-07-12,PUENTE OLIVE,miércoles,3.07%,NU,3721.45
6297,2023-07-13,PUENTE OLIVE,jueves,4.04%,NU,4897.29
6298,2023-07-14,PUENTE OLIVE,viernes,3.07%,NU,3721.45
6299,2023-07-15,PUENTE OLIVE,sábado,3.07%,NU,3721.45
6300,2023-07-16,PUENTE OLIVE,domingo,4.04%,NU,4897.29
6301,2023-07-17,PUENTE OLIVE,lunes,4.33%,NU,5248.83
6302,2023-07-18,PUENTE OLIVE,martes,3.07%,NU,3721.45
6303,2023-07-19,PUENTE OLIVE,miércoles,3.07%,NU,3721.45
6304,2023-07-20,PUENTE OLIVE,jueves,3.97%,NU,4812.43
6305,2023-07-21,PUENTE OLIVE,viernes,3.07%,NU,3721.45
6306,2023-07-22,PUENTE OLIVE,sábado,2.07%,NU,2509.25
6307,2023-07-23,PUENTE OLIVE,domingo,3.04%,NU,3685.09
6308,2023-07-24,PUENTE OLIVE,lunes,3.20%,NU,3879.04
6309,2023-07-25,PUENTE OLIVE,martes,2.07%,NU,2509.25
6310,2023-07-26,PUENTE OLIVE,miércoles,2.07%,NU,2509.25
6311,2023-07-27,PUENTE OLIVE,jueves,3.04%,NU,3685.09
6312,2023-07-28,PUENTE OLIVE,viernes,2.07%,NU,2509.25
6313,2023-07-29,PUENTE OLIVE,sábado,2.07%,NU,2509.25
6314,2023-07-30,PUENTE OLIVE,domingo,3.04%,NU,3685.09
6315,2023-07-31,PUENTE OLIVE,lunes,3.33%,NU,4036.63
6316,2023-07-01,PERDRIEL2,sábado,4.04%,NS,5418.41
6317,2023-07-02,PERDRIEL2,domingo,3.07%,NS,4117.45
6318,2023-07-03,PERDRIEL2,lunes,3.07%,NS,4117.45
6319,2023-07-04,PERDRIEL2,martes,4.04%,NS,5418.41
6320,2023-07-05,PERDRIEL2,miércoles,4.33%,NS,5807.35
6321,2023-07-06,PERDRIEL2,jueves,3.07%,NS,4117.45
6322,2023-07-07,PERDRIEL2,viernes,3.07%,NS,4117.45
6323,2023-07-08,PERDRIEL2,sábado,4.04%,NS,5418.41
6324,2023-07-09,PERDRIEL2,domingo,3.07%,NS,4117.45
6325,2023-07-10,PERDRIEL2,lunes,3.07%,NS,4117.45
6326,2023-07-11,PERDRIEL2,martes,4.04%,NS,5418.41
6327,2023-07-12,PERDRIEL2,miércoles,4.33%,NS,5807.35
6328,2023-07-13,PERDRIEL2,jueves,3.07%,NS,4117.45
6329,2023-07-14,PERDRIEL2,viernes,3.07%,NS,4117.45
6330,2023-07-15,PERDRIEL2,sábado,4.04%,NS,5418.41
6331,2023-07-16,PERDRIEL2,domingo,3.07%,NS,4117.45
6332,2023-07-17,PERDRIEL2,lunes,3.07%,NS,4117.45
6333,2023-07-18,PERDRIEL2,martes,1.67%,NS,2239.79
6334,2023-07-19,PERDRIEL2,miércoles,2.83%,NS,3795.57
6335,2023-07-20,PERDRIEL2,jueves,2.57%,NS,3446.86
6336,2023-07-21,PERDRIEL2,viernes,2.57%,NS,3446.86
6337,2023-07-22,PERDRIEL2,sábado,2.54%,NS,3406.62
6338,2023-07-23,PERDRIEL2,domingo,2.57%,NS,3446.86
6339,2023-07-24,PERDRIEL2,lunes,2.57%,NS,3446.86
6340,2023-07-25,PERDRIEL2,martes,3.54%,NS,4747.81
6341,2023-07-26,PERDRIEL2,miércoles,3.33%,NS,4466.16
6342,2023-07-27,PERDRIEL2,jueves,3.03%,NS,4063.81
6343,2023-07-28,PERDRIEL2,viernes,3.07%,NS,4117.45
6344,2023-07-29,PERDRIEL2,sábado,3.04%,NS,4077.22
6345,2023-07-30,PERDRIEL2,domingo,3.07%,NS,4117.45
6346,2023-07-31,PERDRIEL2,lunes,4.04%,NS,5418.41
6347,2023-07-01,PERDRIEL2,sábado,4.04%,NU,2213.15
6348,2023-07-02,PERDRIEL2,domingo,3.07%,NU,1681.78
6349,2023-07-03,PERDRIEL2,lunes,3.07%,NU,1681.78
6350,2023-07-04,PERDRIEL2,martes,4.04%,NU,2213.15
6351,2023-07-05,PERDRIEL2,miércoles,4.33%,NU,2372.02
6352,2023-07-06,PERDRIEL2,jueves,3.07%,NU,1681.78
6353,2023-07-07,PERDRIEL2,viernes,3.07%,NU,1681.78
6354,2023-07-08,PERDRIEL2,sábado,4.04%,NU,2213.15
6355,2023-07-09,PERDRIEL2,domingo,3.07%,NU,1681.78
6356,2023-07-10,PERDRIEL2,lunes,3.07%,NU,1681.78
6357,2023-07-11,PERDRIEL2,martes,4.04%,NU,2213.15
6358,2023-07-12,PERDRIEL2,miércoles,4.33%,NU,2372.02
6359,2023-07-13,PERDRIEL2,jueves,3.07%,NU,1681.78
6360,2023-07-14,PERDRIEL2,viernes,3.07%,NU,1681.78
6361,2023-07-15,PERDRIEL2,sábado,4.04%,NU,2213.15
6362,2023-07-16,PERDRIEL2,domingo,3.07%,NU,1681.78
6363,2023-07-17,PERDRIEL2,lunes,3.07%,NU,1681.78
6364,2023-07-18,PERDRIEL2,martes,1.67%,NU,914.84
6365,2023-07-19,PERDRIEL2,miércoles,2.83%,NU,1550.3
6366,2023-07-20,PERDRIEL2,jueves,2.57%,NU,1407.87
6367,2023-07-21,PERDRIEL2,viernes,2.57%,NU,1407.87
6368,2023-07-22,PERDRIEL2,sábado,2.54%,NU,1391.44
6369,2023-07-23,PERDRIEL2,domingo,2.57%,NU,1407.87
6370,2023-07-24,PERDRIEL2,lunes,2.57%,NU,1407.87
6371,2023-07-25,PERDRIEL2,martes,3.54%,NU,1939.25
6372,2023-07-26,PERDRIEL2,miércoles,3.33%,NU,1824.21
6373,2023-07-27,PERDRIEL2,jueves,3.03%,NU,1659.86
6374,2023-07-28,PERDRIEL2,viernes,3.07%,NU,1681.78
6375,2023-07-29,PERDRIEL2,sábado,3.04%,NU,1665.34
6376,2023-07-30,PERDRIEL2,domingo,3.07%,NU,1681.78
6377,2023-07-31,PERDRIEL2,lunes,4.04%,NU,2213.15
6378,2023-07-01,AZCUENAGA,sábado,3.07%,NS,5304.96
6379,2023-07-02,AZCUENAGA,domingo,4.04%,NS,6981.12
6380,2023-07-03,AZCUENAGA,lunes,4.33%,NS,7482.24
6381,2023-07-04,AZCUENAGA,martes,3.07%,NS,5304.96
6382,2023-07-05,AZCUENAGA,miércoles,3.07%,NS,5304.96
6383,2023-07-06,AZCUENAGA,jueves,4.04%,NS,6981.12
6384,2023-07-07,AZCUENAGA,viernes,3.07%,NS,5304.96
6385,2023-07-08,AZCUENAGA,sábado,3.07%,NS,5304.96
6386,2023-07-09,AZCUENAGA,domingo,4.04%,NS,6981.12
6387,2023-07-10,AZCUENAGA,lunes,4.33%,NS,7482.24
6388,2023-07-11,AZCUENAGA,martes,3.07%,NS,5304.96
6389,2023-07-12,AZCUENAGA,miércoles,3.07%,NS,5304.96
6390,2023-07-13,AZCUENAGA,jueves,4.04%,NS,6981.12
6391,2023-07-14,AZCUENAGA,viernes,3.07%,NS,5304.96
6392,2023-07-15,AZCUENAGA,sábado,3.07%,NS,5304.96
6393,2023-07-16,AZCUENAGA,domingo,4.04%,NS,6981.12
6394,2023-07-17,AZCUENAGA,lunes,4.33%,NS,7482.24
6395,2023-07-18,AZCUENAGA,martes,3.07%,NS,5304.96
6396,2023-07-19,AZCUENAGA,miércoles,3.07%,NS,5304.96
6397,2023-07-20,AZCUENAGA,jueves,3.97%,NS,6860.16
6398,2023-07-21,AZCUENAGA,viernes,3.07%,NS,5304.96
6399,2023-07-22,AZCUENAGA,sábado,2.07%,NS,3576.96
6400,2023-07-23,AZCUENAGA,domingo,3.04%,NS,5253.12
6401,2023-07-24,AZCUENAGA,lunes,3.20%,NS,5529.6
6402,2023-07-25,AZCUENAGA,martes,2.07%,NS,3576.96
6403,2023-07-26,AZCUENAGA,miércoles,2.07%,NS,3576.96
6404,2023-07-27,AZCUENAGA,jueves,3.04%,NS,5253.12
6405,2023-07-28,AZCUENAGA,viernes,2.07%,NS,3576.96
6406,2023-07-29,AZCUENAGA,sábado,2.07%,NS,3576.96
6407,2023-07-30,AZCUENAGA,domingo,3.04%,NS,5253.12
6408,2023-07-31,AZCUENAGA,lunes,3.33%,NS,5754.24
6409,2023-07-01,AZCUENAGA,sábado,3.07%,NU,2984.04
6410,2023-07-02,AZCUENAGA,domingo,4.04%,NU,3926.88
6411,2023-07-03,AZCUENAGA,lunes,4.33%,NU,4208.76
6412,2023-07-04,AZCUENAGA,martes,3.07%,NU,2984.04
6413,2023-07-05,AZCUENAGA,miércoles,3.07%,NU,2984.04
6414,2023-07-06,AZCUENAGA,jueves,4.04%,NU,3926.88
6415,2023-07-07,AZCUENAGA,viernes,3.07%,NU,2984.04
6416,2023-07-08,AZCUENAGA,sábado,3.07%,NU,2984.04
6417,2023-07-09,AZCUENAGA,domingo,4.04%,NU,3926.88
6418,2023-07-10,AZCUENAGA,lunes,4.33%,NU,4208.76
6419,2023-07-11,AZCUENAGA,martes,3.07%,NU,2984.04
6420,2023-07-12,AZCUENAGA,miércoles,3.07%,NU,2984.04
6421,2023-07-13,AZCUENAGA,jueves,4.04%,NU,3926.88
6422,2023-07-14,AZCUENAGA,viernes,3.07%,NU,2984.04
6423,2023-07-15,AZCUENAGA,sábado,3.07%,NU,2984.04
6424,2023-07-16,AZCUENAGA,domingo,4.04%,NU,3926.88
6425,2023-07-17,AZCUENAGA,lunes,4.33%,NU,4208.76
6426,2023-07-18,AZCUENAGA,martes,3.07%,NU,2984.04
6427,2023-07-19,AZCUENAGA,miércoles,3.07%,NU,2984.04
6428,2023-07-20,AZCUENAGA,jueves,3.97%,NU,3858.84
6429,2023-07-21,AZCUENAGA,viernes,3.07%,NU,2984.04
6430,2023-07-22,AZCUENAGA,sábado,2.07%,NU,2012.04
6431,2023-07-23,AZCUENAGA,domingo,3.04%,NU,2954.88
6432,2023-07-24,AZCUENAGA,lunes,3.20%,NU,3110.4
6433,2023-07-25,AZCUENAGA,martes,2.07%,NU,2012.04
6434,2023-07-26,AZCUENAGA,miércoles,2.07%,NU,2012.04
6435,2023-07-27,AZCUENAGA,jueves,3.04%,NU,2954.88
6436,2023-07-28,AZCUENAGA,viernes,2.07%,NU,2012.04
6437,2023-07-29,AZCUENAGA,sábado,2.07%,NU,2012.04
6438,2023-07-30,AZCUENAGA,domingo,3.04%,NU,2954.88
6439,2023-07-31,AZCUENAGA,lunes,3.33%,NU,3236.76
6440,2023-05-01,ADOLFO CALLE,lunes,2.80%,LUBRI,0.65
6441,2023-05-02,ADOLFO CALLE,martes,2.57%,LUBRI,0.59
6442,2023-05-03,ADOLFO CALLE,miércoles,3.54%,LUBRI,0.82
6443,2023-05-04,ADOLFO CALLE,jueves,3.54%,LUBRI,0.82
6444,2023-05-05,ADOLFO CALLE,viernes,3.54%,LUBRI,0.82
6445,2023-05-06,ADOLFO CALLE,sábado,3.54%,LUBRI,0.82
6446,2023-05-07,ADOLFO CALLE,domingo,3.83%,LUBRI,0.88
6447,2023-05-08,ADOLFO CALLE,lunes,2.80%,LUBRI,0.65
6448,2023-05-09,ADOLFO CALLE,martes,2.57%,LUBRI,0.59
6449,2023-05-10,ADOLFO CALLE,miércoles,3.54%,LUBRI,0.82
6450,2023-05-11,ADOLFO CALLE,jueves,3.54%,LUBRI,0.82
6451,2023-05-12,ADOLFO CALLE,viernes,3.54%,LUBRI,0.82
6452,2023-05-13,ADOLFO CALLE,sábado,3.54%,LUBRI,0.82
6453,2023-05-14,ADOLFO CALLE,domingo,3.83%,LUBRI,0.88
6454,2023-05-15,ADOLFO CALLE,lunes,2.80%,LUBRI,0.65
6455,2023-05-16,ADOLFO CALLE,martes,2.57%,LUBRI,0.59
6456,2023-05-17,ADOLFO CALLE,miércoles,3.54%,LUBRI,0.82
6457,2023-05-18,ADOLFO CALLE,jueves,2.42%,LUBRI,0.56
6458,2023-05-19,ADOLFO CALLE,viernes,3.54%,LUBRI,0.82
6459,2023-05-20,ADOLFO CALLE,sábado,3.54%,LUBRI,0.82
6460,2023-05-21,ADOLFO CALLE,domingo,3.83%,LUBRI,0.88
6461,2023-05-22,ADOLFO CALLE,lunes,1.68%,LUBRI,0.39
6462,2023-05-23,ADOLFO CALLE,martes,2.57%,LUBRI,0.59
6463,2023-05-24,ADOLFO CALLE,miércoles,3.54%,LUBRI,0.82
6464,2023-05-25,ADOLFO CALLE,jueves,3.54%,LUBRI,0.82
6465,2023-05-26,ADOLFO CALLE,viernes,3.54%,LUBRI,0.82
6466,2023-05-27,ADOLFO CALLE,sábado,3.54%,LUBRI,0.82
6467,2023-05-28,ADOLFO CALLE,domingo,3.83%,LUBRI,0.88
6468,2023-05-29,ADOLFO CALLE,lunes,2.80%,LUBRI,0.65
6469,2023-05-30,ADOLFO CALLE,martes,2.57%,LUBRI,0.59
6470,2023-05-31,ADOLFO CALLE,miércoles,3.54%,LUBRI,0.82
6471,2023-05-01,URQUIZA,lunes,2.80%,LUBRI,0.71
6472,2023-05-02,URQUIZA,martes,2.57%,LUBRI,0.65
6473,2023-05-03,URQUIZA,miércoles,3.54%,LUBRI,0.9
6474,2023-05-04,URQUIZA,jueves,3.54%,LUBRI,0.9
6475,2023-05-05,URQUIZA,viernes,3.54%,LUBRI,0.9
6476,2023-05-06,URQUIZA,sábado,3.54%,LUBRI,0.9
6477,2023-05-07,URQUIZA,domingo,3.83%,LUBRI,0.97
6478,2023-05-08,URQUIZA,lunes,2.80%,LUBRI,0.71
6479,2023-05-09,URQUIZA,martes,2.57%,LUBRI,0.65
6480,2023-05-10,URQUIZA,miércoles,3.54%,LUBRI,0.9
6481,2023-05-11,URQUIZA,jueves,3.54%,LUBRI,0.9
6482,2023-05-12,URQUIZA,viernes,3.54%,LUBRI,0.9
6483,2023-05-13,URQUIZA,sábado,3.54%,LUBRI,0.9
6484,2023-05-14,URQUIZA,domingo,3.83%,LUBRI,0.97
6485,2023-05-15,URQUIZA,lunes,2.80%,LUBRI,0.71
6486,2023-05-16,URQUIZA,martes,2.57%,LUBRI,0.65
6487,2023-05-17,URQUIZA,miércoles,3.54%,LUBRI,0.9
6488,2023-05-18,URQUIZA,jueves,2.42%,LUBRI,0.61
6489,2023-05-19,URQUIZA,viernes,3.54%,LUBRI,0.9
6490,2023-05-20,URQUIZA,sábado,3.54%,LUBRI,0.9
6491,2023-05-21,URQUIZA,domingo,3.83%,LUBRI,0.97
6492,2023-05-22,URQUIZA,lunes,1.68%,LUBRI,0.43
6493,2023-05-23,URQUIZA,martes,2.57%,LUBRI,0.65
6494,2023-05-24,URQUIZA,miércoles,3.54%,LUBRI,0.9
6495,2023-05-25,URQUIZA,jueves,3.54%,LUBRI,0.9
6496,2023-05-26,URQUIZA,viernes,3.54%,LUBRI,0.9
6497,2023-05-27,URQUIZA,sábado,3.54%,LUBRI,0.9
6498,2023-05-28,URQUIZA,domingo,3.83%,LUBRI,0.97
6499,2023-05-29,URQUIZA,lunes,2.80%,LUBRI,0.71
6500,2023-05-30,URQUIZA,martes,2.57%,LUBRI,0.65
6501,2023-05-31,URQUIZA,miércoles,3.54%,LUBRI,0.9
6502,2023-05-01,VILLANUEVA,lunes,2.80%,LUBRI,2.44
6503,2023-05-02,VILLANUEVA,martes,2.57%,LUBRI,2.24
6504,2023-05-03,VILLANUEVA,miércoles,3.54%,LUBRI,3.09
6505,2023-05-04,VILLANUEVA,jueves,3.54%,LUBRI,3.09
6506,2023-05-05,VILLANUEVA,viernes,3.54%,LUBRI,3.09
6507,2023-05-06,VILLANUEVA,sábado,3.54%,LUBRI,3.09
6508,2023-05-07,VILLANUEVA,domingo,3.83%,LUBRI,3.34
6509,2023-05-08,VILLANUEVA,lunes,2.80%,LUBRI,2.44
6510,2023-05-09,VILLANUEVA,martes,2.57%,LUBRI,2.24
6511,2023-05-10,VILLANUEVA,miércoles,3.54%,LUBRI,3.09
6512,2023-05-11,VILLANUEVA,jueves,3.54%,LUBRI,3.09
6513,2023-05-12,VILLANUEVA,viernes,3.54%,LUBRI,3.09
6514,2023-05-13,VILLANUEVA,sábado,3.54%,LUBRI,3.09
6515,2023-05-14,VILLANUEVA,domingo,3.83%,LUBRI,3.34
6516,2023-05-15,VILLANUEVA,lunes,2.80%,LUBRI,2.44
6517,2023-05-16,VILLANUEVA,martes,2.57%,LUBRI,2.24
6518,2023-05-17,VILLANUEVA,miércoles,3.54%,LUBRI,3.09
6519,2023-05-18,VILLANUEVA,jueves,2.42%,LUBRI,2.11
6520,2023-05-19,VILLANUEVA,viernes,3.54%,LUBRI,3.09
6521,2023-05-20,VILLANUEVA,sábado,3.54%,LUBRI,3.09
6522,2023-05-21,VILLANUEVA,domingo,3.83%,LUBRI,3.34
6523,2023-05-22,VILLANUEVA,lunes,1.68%,LUBRI,1.47
6524,2023-05-23,VILLANUEVA,martes,2.57%,LUBRI,2.24
6525,2023-05-24,VILLANUEVA,miércoles,3.54%,LUBRI,3.09
6526,2023-05-25,VILLANUEVA,jueves,3.54%,LUBRI,3.09
6527,2023-05-26,VILLANUEVA,viernes,3.54%,LUBRI,3.09
6528,2023-05-27,VILLANUEVA,sábado,3.54%,LUBRI,3.09
6529,2023-05-28,VILLANUEVA,domingo,3.83%,LUBRI,3.34
6530,2023-05-29,VILLANUEVA,lunes,2.80%,LUBRI,2.44
6531,2023-05-30,VILLANUEVA,martes,2.57%,LUBRI,2.24
6532,2023-05-31,VILLANUEVA,miércoles,3.54%,LUBRI,3.09
6533,2023-05-01,LAS HERAS,lunes,2.80%,LUBRI,5.18
6534,2023-05-02,LAS HERAS,martes,2.57%,LUBRI,4.75
6535,2023-05-03,LAS HERAS,miércoles,3.54%,LUBRI,6.54
6536,2023-05-04,LAS HERAS,jueves,3.54%,LUBRI,6.54
6537,2023-05-05,LAS HERAS,viernes,3.54%,LUBRI,6.54
6538,2023-05-06,LAS HERAS,sábado,3.54%,LUBRI,6.54
6539,2023-05-07,LAS HERAS,domingo,3.83%,LUBRI,7.08
6540,2023-05-08,LAS HERAS,lunes,2.80%,LUBRI,5.18
6541,2023-05-09,LAS HERAS,martes,2.57%,LUBRI,4.75
6542,2023-05-10,LAS HERAS,miércoles,3.54%,LUBRI,6.54
6543,2023-05-11,LAS HERAS,jueves,3.54%,LUBRI,6.54
6544,2023-05-12,LAS HERAS,viernes,3.54%,LUBRI,6.54
6545,2023-05-13,LAS HERAS,sábado,3.54%,LUBRI,6.54
6546,2023-05-14,LAS HERAS,domingo,3.83%,LUBRI,7.08
6547,2023-05-15,LAS HERAS,lunes,2.80%,LUBRI,5.18
6548,2023-05-16,LAS HERAS,martes,2.57%,LUBRI,4.75
6549,2023-05-17,LAS HERAS,miércoles,3.54%,LUBRI,6.54
6550,2023-05-18,LAS HERAS,jueves,2.42%,LUBRI,4.47
6551,2023-05-19,LAS HERAS,viernes,3.54%,LUBRI,6.54
6552,2023-05-20,LAS HERAS,sábado,3.54%,LUBRI,6.54
6553,2023-05-21,LAS HERAS,domingo,3.83%,LUBRI,7.08
6554,2023-05-22,LAS HERAS,lunes,1.68%,LUBRI,3.11
6555,2023-05-23,LAS HERAS,martes,2.57%,LUBRI,4.75
6556,2023-05-24,LAS HERAS,miércoles,3.54%,LUBRI,6.54
6557,2023-05-25,LAS HERAS,jueves,3.54%,LUBRI,6.54
6558,2023-05-26,LAS HERAS,viernes,3.54%,LUBRI,6.54
6559,2023-05-27,LAS HERAS,sábado,3.54%,LUBRI,6.54
6560,2023-05-28,LAS HERAS,domingo,3.83%,LUBRI,7.08
6561,2023-05-29,LAS HERAS,lunes,2.80%,LUBRI,5.18
6562,2023-05-30,LAS HERAS,martes,2.57%,LUBRI,4.75
6563,2023-05-31,LAS HERAS,miércoles,3.54%,LUBRI,6.54
6564,2023-05-01,MITRE,lunes,2.80%,LUBRI,1.41
6565,2023-05-02,MITRE,martes,2.57%,LUBRI,1.29
6566,2023-05-03,MITRE,miércoles,3.54%,LUBRI,1.78
6567,2023-05-04,MITRE,jueves,3.54%,LUBRI,1.78
